pi_Time1	pi_Time2	pi_Time3	pi_Present	pi_Anadyr	pi_Cook	pi_Bristol
0.334557	0.3495512	0.3321634	0.299082	0.3133704	0.3172096	0.336356
0.2679701	0.3122125	0.3279776	0.3193858	0.2717305	0.2511245	0.2755924
0.3065725	0.3253482	0.3157271	0.2997326	0.2913775	0.2806661	0.2957114
0.2436631	0.3328989	0.3255211	0.3079518	0.3020101	0.220919	0.3003829
0.3762832	0.3405555	0.344784	0.3511818	0.3106238	0.3016916	0.3338566
0.3381512	0.340278	0.3297895	0.3213074	0.3225495	0.3201258	0.3497126
0.3410038	0.3236973	0.3339351	0.3193399	0.331648	0.3294176	0.3287483
0.3018393	0.3101105	0.2929829	0.3260679	0.3184142	0.3272854	0.3215213
0.3623103	0.3503002	0.326702	0.3337845	0.3311224	0.3160526	0.313224
0.3171815	0.3388279	0.3534536	0.3282651	0.3565287	0.3046012	0.3572222
0.3494052	0.3405505	0.3401109	0.3260795	0.3545193	0.3288843	0.3113519
0.3278506	0.3306632	0.355313	0.3564468	0.3526308	0.3587794	0.3498035
0.3458082	0.3464655	0.3234781	0.3160303	0.3194198	0.2856884	0.3421946
0.2926272	0.3701655	0.3344581	0.3302622	0.2971032	0.304545	0.3680767
0.3450451	0.3360882	0.3359214	0.3444259	0.3214652	0.3182167	0.303472
0.3531399	0.362868	0.3555285	0.3481629	0.3404578	0.3009834	0.3499971
0.3627832	0.3496242	0.3633137	0.3419836	0.3210524	0.3001065	0.3086801
0.3836383	0.3234812	0.3198871	0.3341445	0.2965918	0.2625391	0.3339881
0.3164323	0.3232147	0.3233784	0.3502624	0.3224981	0.2941041	0.3401944
0.2932105	0.3033163	0.3349251	0.3350243	0.3402829	0.320689	0.3169114
0.347322	0.3372157	0.2860541	0.3439824	0.324437	0.3085328	0.3338653
0.3124442	0.3157339	0.3504791	0.3441298	0.3150508	0.3106497	0.3555981
0.3366646	0.3332564	0.3691581	0.3254914	0.3431472	0.2488937	0.3511759
0.3626006	0.335118	0.3749888	0.3516712	0.3062211	0.3377238	0.3409131
0.3393568	0.3443431	0.3433507	0.3477964	0.3328755	0.3446856	0.3274821
0.3205203	0.3553594	0.3361071	0.3618072	0.3316529	0.264544	0.3659151
0.3621628	0.326496	0.313922	0.3392456	0.337984	0.2180588	0.3105165
0.355363	0.3142294	0.3237699	0.3083494	0.3178033	0.2967834	0.3241549
0.3711975	0.3177864	0.3335928	0.3647031	0.336906	0.3196557	0.3199509
0.3395833	0.3562122	0.3515696	0.3613433	0.397897	0.3120567	0.3279256
0.3509456	0.2998704	0.3290719	0.3365988	0.3223378	0.3244612	0.320663
0.3125025	0.3474444	0.3368713	0.3048183	0.3433585	0.2680246	0.3232932
0.3110428	0.3068839	0.2646834	0.3223524	0.3289791	0.3332632	0.3576332
0.3377794	0.3114995	0.323783	0.31753	0.3420559	0.3186418	0.3142322
0.3812865	0.3422578	0.3682885	0.3397334	0.3259704	0.3182682	0.3370415
0.345327	0.3198869	0.3258017	0.3579324	0.33912	0.2393831	0.3313715
0.317108	0.3035727	0.3416997	0.3170551	0.3610082	0.3529613	0.2680151
0.2949603	0.3474401	0.3298627	0.3574326	0.341257	0.2600965	0.3330487
0.3291027	0.3372975	0.3504505	0.3149487	0.3246206	0.289349	0.2907203
0.3520134	0.3165483	0.328709	0.310067	0.3378539	0.3245405	0.3506157
0.3293532	0.3340643	0.3131813	0.3278738	0.3030911	0.2968227	0.3474155
0.3682158	0.3519442	0.3348638	0.3264314	0.3390538	0.3534356	0.3324262
0.3497846	0.3553067	0.3438991	0.3247313	0.3439379	0.3121578	0.3152067
0.3310658	0.3601817	0.3739663	0.331606	0.3496466	0.3673272	0.3672651
0.3481387	0.3720845	0.3325541	0.3212794	0.2691872	0.3612427	0.3250485
0.331012	0.3263556	0.3417069	0.3595498	0.3321156	0.2657972	0.3286144
0.3136872	0.3188002	0.3247378	0.3328842	0.3029894	0.2999625	0.3200878
0.328043	0.3169585	0.3380474	0.3195121	0.2765655	0.3193472	0.319131
0.3050709	0.3248673	0.3347045	0.3123601	0.2910906	0.3227501	0.2880484
0.3597559	0.3283532	0.3367325	0.3408332	0.3097188	0.2667974	0.3265749
0.316858	0.2960432	0.35492	0.3083237	0.2985632	0.2918303	0.2969865
0.2998065	0.3243196	0.3514528	0.3449334	0.3369234	0.2849517	0.3231516
0.3293262	0.3571256	0.3209574	0.334963	0.3349498	0.3151605	0.358448
0.3713372	0.3260595	0.3185464	0.3642189	0.3529533	0.3153392	0.355416
0.3665462	0.3415303	0.3406559	0.3195745	0.3219538	0.2993853	0.332164
0.3012727	0.3292578	0.3200434	0.3398393	0.3396637	0.3155788	0.3320216
0.3438613	0.3656172	0.3576093	0.3690927	0.3292554	0.3119261	0.3471182
0.3327268	0.3315409	0.3434864	0.3420905	0.3384428	0.3265419	0.3415429
0.351543	0.3603824	0.360266	0.3606179	0.3242966	0.3129548	0.3525395
0.3047013	0.3395151	0.3196556	0.3535371	0.306018	0.3214681	0.3628539
0.3005802	0.3456968	0.3466814	0.3187119	0.3192487	0.3126533	0.3231706
0.3238567	0.3327738	0.3388936	0.3488088	0.3421232	0.3341664	0.3458395
0.4084853	0.3792937	0.36394	0.2941512	0.3503035	0.2963108	0.3536343
0.2877668	0.3402734	0.324647	0.3432564	0.3068536	0.3137499	0.3211051
0.3203388	0.3342701	0.3392971	0.3407346	0.3427726	0.3296475	0.3643111
0.3041715	0.3589505	0.334538	0.3255161	0.3209769	0.2896754	0.3376852
0.3487419	0.3220116	0.327843	0.3280964	0.3045825	0.2861831	0.3316223
0.3662886	0.3391109	0.3443282	0.3435655	0.3202598	0.3004916	0.3244615
0.3109126	0.3288897	0.3573599	0.3526489	0.3624346	0.3122483	0.3247065
0.3433564	0.3204307	0.3397816	0.3377949	0.3136214	0.3044013	0.3324427
0.3322308	0.3221367	0.3251596	0.3429566	0.3338609	0.3000708	0.3657475
0.368784	0.3020248	0.3183555	0.2782042	0.2901997	0.2885162	0.2892406
0.3863809	0.3335792	0.3136906	0.3452494	0.3096598	0.2750366	0.3142786
0.3331944	0.3144959	0.3194843	0.3055315	0.3203077	0.2805162	0.3160099
0.3490461	0.3202118	0.3409696	0.3313059	0.3350874	0.2503685	0.3489332
0.3118382	0.3034633	0.3260741	0.3109308	0.3238701	0.3326469	0.3211264
0.3614415	0.3478129	0.3469882	0.3680588	0.3229248	0.2816023	0.3368473
0.3369734	0.3085224	0.3580763	0.3188843	0.3377363	0.3102598	0.3304589
0.3665454	0.3575787	0.3375425	0.3266658	0.3373186	0.325199	0.3386363
0.3383245	0.3528463	0.3431552	0.3312934	0.3094359	0.3512145	0.3344625
0.3869369	0.3129059	0.3537081	0.3393885	0.3451776	0.3126134	0.3367465
0.3316322	0.3563816	0.3603778	0.3547449	0.349949	0.321505	0.3416395
0.3281085	0.353946	0.3371801	0.3487435	0.290804	0.3319233	0.3551123
0.3168759	0.3476143	0.3399983	0.3267646	0.3212967	0.3360469	0.3511571
0.373316	0.2982783	0.3061058	0.3400818	0.3433533	0.2672966	0.3472605
0.2566531	0.3477237	0.3277583	0.3134039	0.3313953	0.2653996	0.3205848
0.3103164	0.3836855	0.3488049	0.4055321	0.3491062	0.2974936	0.3747909
0.3319694	0.3344237	0.3680662	0.3391472	0.3067548	0.3410979	0.3530952
0.3286795	0.3533594	0.3355583	0.3369791	0.3282845	0.3000389	0.2956137
0.2905056	0.3171186	0.306675	0.3271681	0.3520496	0.3052163	0.3261815
0.3195222	0.3172028	0.2957319	0.3207205	0.3091234	0.3072886	0.3090358
0.296095	0.3327215	0.3178844	0.3464906	0.3195273	0.3627553	0.2947175
0.3743865	0.3555724	0.3792875	0.3795018	0.4019251	0.3360475	0.3143921
0.3755874	0.3128492	0.3425545	0.3774465	0.3385914	0.3114515	0.3515836
0.3717701	0.311412	0.3725062	0.3800129	0.3539356	0.293325	0.3717521
0.3026608	0.2923922	0.3353103	0.307545	0.3070094	0.2545393	0.3714864
0.3338292	0.3823178	0.3760539	0.3524256	0.3466842	0.3030563	0.3439031
0.2275082	0.3343248	0.285508	0.3335469	0.3168259	0.2652869	0.3222641
0.3925318	0.3416085	0.3394937	0.3407329	0.3091297	0.355313	0.3700161
0.3299032	0.3337995	0.3209792	0.3400642	0.34402	0.3352282	0.3535864
0.3501991	0.307662	0.3412571	0.3494626	0.3244185	0.3200161	0.3255209
0.3362111	0.3266504	0.3543184	0.3725973	0.3628344	0.341224	0.2861374
0.3119873	0.3263213	0.3192743	0.3457426	0.357656	0.2496002	0.2966616
0.3555212	0.3182494	0.3362966	0.3005921	0.3469297	0.2897555	0.2990659
0.2716427	0.3579108	0.3153646	0.3305994	0.3303939	0.2972524	0.3478894
0.3365237	0.3355813	0.3277416	0.3409583	0.3304206	0.2762879	0.3083902
0.3624135	0.3395351	0.3403886	0.3302284	0.3240548	0.2882436	0.3459768
0.310958	0.3243662	0.3223296	0.3122184	0.2882887	0.3394287	0.3382914
0.2928702	0.3180874	0.3030511	0.3396159	0.3440375	0.3318638	0.2907645
0.3509758	0.3036636	0.3272234	0.3103437	0.3266298	0.3259057	0.3101839
0.3015127	0.3178951	0.3159254	0.3295581	0.2984897	0.3063898	0.3318851
0.3021309	0.3240953	0.3181058	0.3276813	0.2860917	0.2882661	0.3275019
0.3594583	0.3573395	0.3555479	0.3439594	0.3722651	0.3162085	0.3532677
0.3345844	0.3414459	0.3378027	0.3343493	0.3243905	0.3168108	0.3022258
0.3455425	0.3622677	0.3235834	0.3442972	0.351263	0.3383231	0.3424946
0.3250574	0.3110385	0.3159255	0.3342673	0.326235	0.2852206	0.3445586
0.3254501	0.3322386	0.3223449	0.3318079	0.3253177	0.3100485	0.327147
0.3784673	0.3158069	0.2967019	0.309385	0.3508266	0.3503627	0.3534413
0.280137	0.3604058	0.3360692	0.2561594	0.2932909	0.2735983	0.3130991
0.3302799	0.3498671	0.3308995	0.3424397	0.3247427	0.3343638	0.3242557
0.340935	0.3451963	0.3304878	0.3479855	0.3177406	0.3095204	0.3561343
0.3220606	0.3062956	0.3002633	0.3110928	0.3110085	0.3159415	0.3387023
0.3160245	0.3391931	0.3501279	0.3195745	0.3207087	0.2307322	0.3315809
0.3455596	0.3327621	0.3401022	0.3462635	0.332814	0.3010184	0.3104224
0.2702599	0.2893498	0.3396592	0.2900069	0.3200053	0.2917463	0.3353611
0.3597458	0.3411333	0.3522633	0.3371866	0.3278451	0.3307476	0.328396
0.2880619	0.3060939	0.3472975	0.3489943	0.3330102	0.3443233	0.352284
0.3291238	0.3096373	0.3375984	0.3244801	0.3268786	0.2994456	0.322776
0.3139942	0.325871	0.3085853	0.3604741	0.3452197	0.3010278	0.3201265
0.3441675	0.3426134	0.3444325	0.3033906	0.3059606	0.2894919	0.3309075
0.3661161	0.3167177	0.3141277	0.3165036	0.3010178	0.2627246	0.3250907
0.3421	0.322802	0.3130517	0.3230604	0.3101632	0.3079689	0.3078766
0.3429314	0.3189141	0.3714366	0.3459746	0.3324159	0.2842967	0.3609586
0.3405724	0.3480719	0.3268228	0.3490881	0.3257909	0.3026049	0.3483732
0.3592852	0.3481852	0.3201072	0.3070649	0.3852757	0.3528253	0.3112611
0.3549465	0.3335124	0.3449412	0.3331767	0.2980399	0.2781293	0.3589307
0.372216	0.3577873	0.3333918	0.3123209	0.3364177	0.2588303	0.3319188
0.3176167	0.3427424	0.319625	0.3652442	0.3222286	0.281924	0.3205387
0.3327936	0.3538691	0.3395539	0.3417087	0.335304	0.3042651	0.3248244
0.2771682	0.3421209	0.3346904	0.3380706	0.3202598	0.3304562	0.3527305
0.327552	0.3782204	0.3693177	0.3442037	0.3520993	0.3204828	0.327417
0.3065018	0.3437156	0.3200914	0.3559099	0.28659	0.2801834	0.3189642
0.2975767	0.3017966	0.3290765	0.3568818	0.2979825	0.3032156	0.2971924
0.323624	0.3422206	0.3089426	0.3470403	0.3548578	0.332243	0.3232129
0.3512913	0.3568701	0.3353458	0.3433497	0.3301634	0.2725978	0.3337252
0.2989881	0.3131993	0.3276455	0.3048653	0.333529	0.3063627	0.2981026
0.3533352	0.3772054	0.3392554	0.3013779	0.3338591	0.2723858	0.341366
0.3052509	0.3262589	0.3172307	0.3632088	0.314748	0.3221316	0.3117486
0.3505067	0.3373614	0.3173484	0.3473138	0.3325843	0.2862213	0.3397905
0.3096421	0.3031863	0.3203615	0.3289053	0.3201849	0.2838626	0.3343588
0.3378168	0.3579711	0.3016355	0.2998766	0.3155759	0.2886246	0.3207623
0.3673597	0.3430577	0.3215642	0.3188346	0.3125509	0.3072813	0.3362078
0.2989761	0.3315873	0.3401022	0.3149729	0.3421347	0.3549947	0.3158571
0.3547922	0.3606585	0.3150856	0.3149188	0.3152624	0.2810396	0.3216031
0.3371082	0.3635145	0.3045795	0.3582347	0.3197203	0.3286157	0.3405263
0.2803742	0.3276802	0.3321142	0.3173459	0.3311107	0.3215569	0.3226779
0.3255788	0.3341156	0.3492789	0.3294576	0.3242562	0.3179271	0.3050237
0.2912799	0.3579334	0.3333985	0.308699	0.3269661	0.310749	0.330709
0.3593344	0.3420884	0.3112002	0.3202324	0.308024	0.3300182	0.3221919
0.3489319	0.3393244	0.3408926	0.3588488	0.3685832	0.3232465	0.3477246
0.321902	0.3324397	0.3448869	0.3190212	0.3333331	0.3144288	0.2985922
0.3449848	0.3417676	0.3063085	0.3097005	0.2984605	0.336153	0.3268772
0.2749058	0.3114804	0.3234352	0.3059664	0.29454	0.311536	0.331897
0.2902082	0.3103149	0.3152351	0.326643	0.3068724	0.3111621	0.2959913
0.3019064	0.3111164	0.34682	0.3071524	0.3222128	0.3135271	0.3219018
0.3605048	0.3336949	0.340011	0.3202005	0.3579633	0.2929398	0.339698
0.3300112	0.3154524	0.3269051	0.2941596	0.2822056	0.3113189	0.307558
0.3651608	0.3243368	0.316443	0.3536146	0.3443566	0.3069968	0.3147731
0.3211532	0.3317687	0.339681	0.314872	0.3198267	0.3250987	0.3231516
0.3436472	0.3250928	0.3665995	0.3716002	0.3435593	0.2878664	0.3631944
0.3781504	0.3420966	0.3441499	0.3618008	0.3163313	0.3079441	0.3644607
0.3283188	0.3096901	0.3211141	0.2901532	0.2867083	0.3138663	0.3181532
0.3390331	0.2984649	0.3376975	0.3350627	0.3035184	0.2631731	0.3571498
0.3832343	0.3476642	0.3469737	0.297097	0.3643859	0.2496468	0.3029765
0.3017159	0.324671	0.3427032	0.3154375	0.2969035	0.2663569	0.3149924
0.3318099	0.3612899	0.3046656	0.3538417	0.3271176	0.3422335	0.3159898
0.2764947	0.3206772	0.3186706	0.3245496	0.3125997	0.2853292	0.3213948
0.3662714	0.3455485	0.3389034	0.323527	0.3149756	0.3375696	0.3401999
0.3323076	0.3305771	0.3295348	0.3357359	0.3219266	0.2996419	0.3207356
0.351058	0.3093374	0.3099164	0.352792	0.3021475	0.2859492	0.3187856
0.3887457	0.3701065	0.3613315	0.3413653	0.3201973	0.2904749	0.2956515
0.3207976	0.3400668	0.3538337	0.3275099	0.3119278	0.3430292	0.2928314
0.3320689	0.3622555	0.3232478	0.3296625	0.3152193	0.3022517	0.3126133
0.4412427	0.3454914	0.3652657	0.357534	0.3745624	0.29545	0.3651744
0.3313925	0.3045581	0.3516231	0.3552506	0.3384	0.1900559	0.3394214
0.34065	0.3122734	0.3225859	0.323454	0.31596	0.2892075	0.3008623
0.3540329	0.3518158	0.3355633	0.3308669	0.3300698	0.3159422	0.3382983
0.3587105	0.3354815	0.3294175	0.3511748	0.3297626	0.3292441	0.2899261
0.3299178	0.3464896	0.3250469	0.3194397	0.3286877	0.2972835	0.3168869
0.3726066	0.3499365	0.3432973	0.321341	0.3333078	0.3339221	0.3076496
0.3151362	0.3589712	0.3380899	0.3675004	0.3380402	0.3304112	0.3027326
0.3319746	0.3142152	0.3503069	0.313911	0.3002313	0.2945374	0.3037136
0.3360653	0.3411278	0.3272924	0.3350393	0.3193395	0.2506192	0.3245237
0.2839753	0.3128227	0.3322991	0.3512275	0.3227419	0.2750349	0.344015
0.3304729	0.3419516	0.3648377	0.3457188	0.3481866	0.2795885	0.325747
0.2998296	0.3520643	0.3146348	0.3183388	0.3445231	0.3242938	0.3261223
0.2843389	0.3344877	0.3451344	0.3184503	0.3330323	0.3349412	0.3291473
0.3151237	0.332461	0.3646937	0.3185177	0.2674222	0.3284793	0.340806
0.2763569	0.3161438	0.3440347	0.3193064	0.2878983	0.317274	0.3010707
0.3522188	0.3019823	0.3611391	0.303064	0.3774209	0.3394269	0.3519519
0.3578522	0.2902914	0.2668252	0.3209356	0.3017769	0.3314231	0.3076924
0.3176449	0.3074274	0.3476797	0.3194905	0.3296375	0.3153768	0.3429099
0.3403736	0.3401719	0.3313841	0.3388543	0.3487457	0.2895926	0.3108972
0.3840455	0.3409917	0.3254981	0.3528776	0.3350168	0.3040533	0.3441285
0.3233306	0.3249387	0.3384278	0.3152345	0.3143007	0.3145374	0.3498553
0.3563655	0.3407966	0.3338243	0.3289621	0.3068773	0.3071352	0.3096224
0.3244532	0.3152415	0.3232269	0.3110703	0.3007334	0.2615302	0.3168344
0.3271817	0.3218847	0.3016543	0.3495	0.2960996	0.2845746	0.2988511
0.3409969	0.3198054	0.3549243	0.3254687	0.2883583	0.3052396	0.3153486
0.3182825	0.3598542	0.3677034	0.3511135	0.3405154	0.3259278	0.3380765
0.3312555	0.3503424	0.3193026	0.3488524	0.270511	0.2978688	0.2991243
0.297047	0.295375	0.3392076	0.3631389	0.2739253	0.3355792	0.2870202
0.290921	0.3139158	0.3253842	0.3304942	0.3163165	0.2705382	0.3056753
0.3562442	0.3232396	0.3369142	0.3033711	0.2951313	0.3212238	0.3020465
0.2629481	0.3058979	0.3225731	0.3491759	0.3393888	0.2707404	0.3001401
0.3533336	0.29368	0.3147009	0.3118877	0.3391042	0.3013712	0.3142674
0.3504207	0.3548688	0.3211681	0.2924882	0.318332	0.3014811	0.349956
0.3248741	0.3338997	0.3169903	0.3030126	0.3165524	0.3225435	0.2806265
0.2789055	0.3120644	0.3000784	0.3229301	0.3510279	0.2814483	0.3134039
0.3258591	0.3566374	0.3277358	0.3344612	0.335843	0.2934492	0.3654542
0.2660933	0.3053281	0.2991805	0.3407961	0.338032	0.2816963	0.317736
0.2819823	0.3131892	0.3073903	0.3045655	0.3191844	0.3276075	0.3192717
0.3441215	0.3361494	0.3029954	0.3514546	0.3311141	0.3206464	0.3247938
0.3394771	0.371239	0.3540143	0.3524167	0.3333061	0.3112999	0.3666367
0.3139393	0.3194375	0.2912655	0.3316198	0.2807302	0.2947409	0.3289174
0.4102042	0.3199576	0.3293821	0.2965388	0.330049	0.3149655	0.3390394
0.3623807	0.3544367	0.3290617	0.3573853	0.3210076	0.3444942	0.3293554
0.2807743	0.3406032	0.3346435	0.3217324	0.3251164	0.2424442	0.3345304
0.3684744	0.3141325	0.3512348	0.3265267	0.3317162	0.3170028	0.3606847
0.2733261	0.3315971	0.3490776	0.2920122	0.3419256	0.2890091	0.3186746
0.3142244	0.3267833	0.3167669	0.3144781	0.3152249	0.2743457	0.2888565
0.3293111	0.3176317	0.3350956	0.3480748	0.3394301	0.2861434	0.3052511
0.3055902	0.3363221	0.3376847	0.3160539	0.3343605	0.3226203	0.3307121
0.3006808	0.3516297	0.3196319	0.3139505	0.3222777	0.2911347	0.3396901
0.3374984	0.3290646	0.3265221	0.3083342	0.3485768	0.3189908	0.3125562
0.3476018	0.3434326	0.349804	0.3130114	0.3296646	0.3101587	0.3111659
0.335162	0.3375001	0.3145146	0.3368389	0.3636847	0.340857	0.3081032
0.3626828	0.3634256	0.3393447	0.3368767	0.3257774	0.2699005	0.3152956
0.3137297	0.3067891	0.3266835	0.3258329	0.303005	0.300947	0.3208653
0.3404633	0.3483715	0.3589259	0.301891	0.3173435	0.2748734	0.3271758
0.2932676	0.3181066	0.3225969	0.2997647	0.3319785	0.2103259	0.3249186
0.3261579	0.3508453	0.3435559	0.3407225	0.3020356	0.3260726	0.3512436
0.3518612	0.3407221	0.350815	0.3289975	0.3276713	0.3184678	0.3489754
0.3106763	0.3602091	0.3385648	0.3448722	0.3185874	0.2946142	0.3077868
0.3085904	0.2995382	0.3289307	0.3046774	0.3043463	0.2779077	0.3058865
0.3296141	0.3384099	0.3353139	0.3576163	0.332386	0.3178517	0.3393207
0.3226222	0.2944911	0.3097311	0.3366277	0.3346997	0.2988531	0.3348821
0.3585612	0.3105344	0.340195	0.3605037	0.3081464	0.2958108	0.3181017
0.3386171	0.3584165	0.3084575	0.2892819	0.3047293	0.299452	0.2806051
0.3137038	0.3475795	0.3636526	0.3738423	0.3652172	0.2948289	0.3717259
0.3191636	0.3660864	0.3244429	0.3251935	0.3175785	0.3286897	0.3238049
0.3235713	0.3239296	0.3334552	0.3460554	0.3516834	0.2986631	0.3352512
0.3548268	0.3754251	0.3539967	0.3854003	0.3486361	0.3150928	0.3469506
0.3013547	0.2915787	0.3371872	0.3708419	0.3713689	0.3063784	0.3152453
0.3594657	0.3250576	0.2955161	0.3159335	0.316042	0.2791238	0.2817717
0.3088606	0.3321728	0.3388792	0.3423676	0.3559659	0.3279474	0.3114469
0.3093849	0.3341718	0.3203847	0.2866604	0.2929521	0.2959115	0.3166166
0.3322992	0.3551826	0.3376614	0.3071127	0.3272723	0.2702308	0.312891
0.3333381	0.3233681	0.3686653	0.2992417	0.2942688	0.2619883	0.2893242
0.3703742	0.3485585	0.3433296	0.3400814	0.3525052	0.3336501	0.3226543
0.3206163	0.3099023	0.3349951	0.3312346	0.3269963	0.3224638	0.296963
0.3223176	0.3613436	0.3726794	0.3443982	0.3636995	0.3341262	0.3369196
0.3290539	0.3466361	0.3272749	0.3188952	0.324701	0.2656543	0.3396316
0.3436003	0.3234452	0.3122542	0.3180363	0.3491703	0.3210163	0.3053439
0.2940648	0.3412233	0.3176525	0.3275357	0.3285591	0.3065685	0.3380859
0.3418056	0.3658047	0.3532725	0.3452848	0.3681599	0.3552779	0.3220085
0.3578673	0.3382225	0.3443514	0.3361784	0.3191833	0.3241729	0.3578935
